Количество комнат,Площадь (м²),Этаж,Адрес,Цена ($),Цена (сом)
2,75.0,10,"Бишкек, Сквер Тоголок Молдо, Чуйкова 134",137000,11888860
1,35.0,2,"Бишкек, Аламедин-1 м-н",58000,5033240
2,80.0,5,"Бишкек, Асанбай м-н",163000,14145140
2,84.0,1,"Бишкек, 12 м-н, 12 мкр., ул. Токомбаева/Саякбая Каралаева",146000,12669880
1,26.7,2,"Бишкек, Душанбинка, Токтоналиева, 12",27000,2343060
2,42.0,4,"Бишкек, Восток-5 м-н, Торокула Айтматова, 53",79500,6899010
2,124.81,8,"Бишкек, Магистраль, Байтик Баатыра, 4В",91250,7918675
2,84.28,5,"Бишкек, Магистраль, Байтик Баатыра, 4В",160000,13884800
3,63.0,5,"Бишкек, Карпинка, Ахматбека Суюмбаева, 8",90000,7810200
2,48.0,1,"Бишкек, 12 м-н, 12-й микрорайон, 56",76500,6638670
1,42.0,2,"Бишкек, Кок-Жар ж/м, Молдокулова, 10",56500,4903070
2,75.0,6,"Бишкек, Московская - Белинка, Турусбекова, 9",142000,12322760
3,171.0,7,"Бишкек, Магистраль, Абсамат Масалиев пр-т, 40а",213750,18549225
3,150.0,4,"Бишкек, Магистраль, Абсамат Масалиев пр-т, 40а",187500,16271250
3,104.0,10,"Бишкек, ЦУМ, Киевская/Тыныстанова",189000,16401420
3,77.0,1,"Бишкек, Нижний Токольдош, Кийизбаевой 89",105000,9111900
3,157.0,12,"Бишкек, Парк Панфилова/Спартак, Якова Логвиненко, 32",155500,13494290
1,33.0,6,"Бишкек, Кок-Жар м-н",54900,4764222
3,92.0,9,"Бишкек, Ипподром, Садырбаева 1",133000,11541740
2,84.0,9,"Бишкек, Академия Наук",155000,13436950
5,127.0,13,"Бишкек, Гагарина,  ул.Поваринская, мкр. Джал",120000,10413600
3,107.0,14,"Бишкек, Магистраль, Байтик-Баатыра/А. Токомбаева",139100,12071098
2,54.0,3,"Бишкек, Магистраль, Чынгыза Айтматова пр-т, 88",121000,10489490
3,104.0,5,"Бишкек, Магистраль, Асанбай, Сухэ-Батора",233000,20219740
5,160.0,3,"Бишкек, Ак Кеме, Джунусалиева/Ажыбек Баатыра",184000,15967520
2,76.0,10,"Бишкек, Магистраль, Сухе Батора/Южная Магистраль",117000,10153260
2,108.0,12,"Бишкек, Мед. академия",107892,9362868
2,79.0,7,"Бишкек, Магистраль,  ул. Малдыбаева, 261",75050,6512839
2,54.0,4,"Бишкек, 12 м-н",78000,6768840
2,75.0,8,"Бишкек, Кок-Жар ж/м, Алматинка",71250,6183075
2,86.0,10,"Бишкек, Магистраль, Токомбаева-Сухэ-батора",120400,10448312
3,141.0,15,"Бишкек, Военторг, Манасчы Сагынбая 168",148050,12847779
1,52.0,4,"Бишкек, Магистраль, Б. Баатыра/А. Токомбаева",72500,6291550
2,57.34,2,"Бишкек, Горького - Алма-Атинская, 7 апреля 1/1/Горького",59000,5120020
2,74.0,10,"Бишкек, Арча-Бешик ж/м, Космическая 153",79500,6899010
2,52.0,7,"Бишкек, Джал-29 м-н, Садырбаева 258а",63500,5510530
2,42.0,1,с. Военно-Антоновка,45000,3905100
5,135.0,5,"Бишкек, Магистраль, Сухэ Батора/Токомбаева",151000,13103780
2,51.0,1,"Бишкек, Кызыл-Аскер ж/м",51000,4425780
5,124.6,7,"Бишкек, ЦУМ",170500,14795990
2,52.0,4,"Бишкек, Учкун м-н",64000,5553920
5,143.0,9,"Бишкек, Политех, Ахунбаева 169/1",158000,13711240
2,76.0,6,"Бишкек, Магистраль, Сухэ Батора/Токомбаева",130000,11281400
3,92.0,3,"Бишкек, Магистраль, Сухэ Батора/Токомбаева",106000,9198680
1,35.0,8,"Бишкек, Кок-Жар м-н",57200,4963816
2,53.0,12,"Бишкек, Магистраль, пр. Ч. Айтматова",100000,8678000
5,152.0,10,"Бишкек, Магистраль, Малдыбаева 279а",250000,21695000
3,102.0,14,"Бишкек, Магистраль, аалы токомбаева 23\12",176000,15273280
5,104.0,5,"Бишкек, Баха",96000,8330880
2,65.3,4,"Бишкек, БГУ, Водопроводная 3",73000,6334940
5,103.0,3,"Бишкек, Магистраль, Байтик Баатыра (недалеко от Южных ворот)",245000,21261100
1,55.0,7,"Бишкек, с. Орто-Сай",66000,5727480
3,58.0,1,"Бишкек, 4 м-н, Донецкая",82900,7194062
2,85.0,11,"Бишкек, Советская - Скрябина, Медерова/Элебаева",96000,8330880
3,70.0,3,"Бишкек, Асанбай м-н",112000,9719360
3,88.0,5,"Бишкек, Азия Молл, Севастопольская 6",155000,13450900
2,46.0,4,"Бишкек, Аламедин-1 м-н, Аламедин 1 2",67000,5814260
2,48.0,9,"Бишкек, VEFA, Кулатова/Элебаева",79900,6933722
2,58.0,4,"Бишкек, Магистраль, Аалы Токомбаева улица 15/3/Токомбаева",124500,10804110
1,35.0,1,"Бишкек, Аламедин-1 м-н",55500,4816290
3,140.0,12,"Бишкек, Магистраль, просп. Чингиза Айтматова 82/2/Масалиева",250000,21695000
2,60.0,7,"Бишкек, Карпинка, Токтогула/Суюнбаева",81500,7072570
1,37.0,10,"Бишкек, Магистраль/Южная Магистраль",62000,5380360
3,98.0,6,"Бишкек, VEFA, Горького/Элебаева",132000,11454960
2,28.0,5,"Бишкек, Аламедин-1 м-н, Токмакская 45",42500,3688150
2,50.0,8,"Бишкек, Джал-29 м-н, Садырбаева 258а",72000,6248160
5,127.0,10,"Бишкек, Парк Ататюрк, Малдыбаева 54а",180000,15620400
3,85.0,12,"Бишкек, Московская - Уметалиева, Боконбаева-Тимирязева.",94500,8200710
1,48.0,6,"Бишкек, Магистраль,  ул. Токомбаева/Куттубаева",91500,7940370
3,80.0,8,"Бишкек, Джал-23 м-н (Нижний Джал), Ахунбаева 80",105000,9111900
5,101.0,14,"Бишкек, Магистраль, Байтик Баатыра/Южная магистраль",166000,14405480
5,108.0,11,"Бишкек, Военторг, Тоголок Молдо/Токтогула",190000,16488200
2,65.0,8,"Бишкек, Городок энергетиков, Салиева/Ауэзова",66500,5770870
3,98.0,9,"Бишкек, Асанбай м-н",122500,10630550
1,45.0,4,"Бишкек, Пишпек ж/м",50000,4339000
3,95.0,3,"Бишкек, Магистраль, просп. А. Масалиева",155000,13450900
3,122.0,10,"Бишкек, Магистраль",217000,18831260
3,100.0,3,"Бишкек, Матросова, Суванбердиева",138000,11975640
5,80.0,5,"Бишкек, Московская - Уметалиева",135000,11715300
2,78.0,8,"Бишкек, Горького - Алма-Атинская",100000,8678000
2,48.0,2,"Бишкек, Лебединовка, Мичурина 121б",69000,5987820
1,30.0,2,"Бишкек, Молодая Гвардия",52000,4512560
2,103.0,3,"Бишкек, Советская - Скрябина",156000,13537680
2,63.0,2,"Бишкек, Моссовет, Усенбаева 58 (МосСовет)",94500,8200710
3,99.3,4,"Бишкек, Магистраль,  ул. А. Малдыбаева 277 (пер. ул. А. Масалиева)",124125,10771568
2,51.0,10,"Бишкек, Джал-29 м-н, Садырбаева 258а",76000,6595280
1,43.0,4,"Бишкек, Тунгуч м-н",63500,5510530
3,99.0,4,"Бишкек, Магистраль,  ул. А. Малдыбаева 277 (пер. ул. А. Масалиева)",123750,10739025
2,77.0,9,"Бишкек, Моссовет, Усенбаева 58",101000,8764780
3,68.0,7,"Бишкек, Тунгуч м-н",82500,7159350
3,149.0,13,"Бишкек, Магистраль, Байтик Баатыра/Южная Магистраль",230950,20041841
1,34.0,3,"Бишкек, Тунгуч м-н",57000,4946460
3,103.0,6,"Бишкек, с. Кок-Джар, Алма-Aтинская/Токомбаева",162000,14058360
1,50.0,16,"Бишкек, Мадина",53000,4599340
2,78.0,14,"Бишкек, Магистраль, Магистраль/Сухэ Батора",139000,12062420
3,97.0,6,"Бишкек, Филармония",155000,13450900
1,44.5,4,"Бишкек, Алматинка - Магистраль",61000,5293580
2,55.0,2,"Бишкек, Джал-23 м-н (Нижний Джал)",81000,7029180
3,64.0,7,"Бишкек, Тунгуч м-н, мкр Тунгуч 6д",97000,8417660
3,123.0,5,"Бишкек, Магистраль, Токомбаева-Сухэ-батора",191880,16651346
1,58.32,9,"Бишкек, Арча-Бешик ж/м,  ул. Баха / Южная Магистраль",90500,7853590
3,100.0,13,"Бишкек, Советская - Скрябина",180000,15620400
3,72.1,12,"Бишкек, Комфорт, Ибраимова 61",79500,6899010
1,46.9,8,"Бишкек, Горького - Алма-Атинская, Горького-7-апреля",63000,5467140
3,100.0,12,"Бишкек, Магистраль,  ул. Куттубаева, 15",77000,6682060
2,90.0,11,"Бишкек, Золотой квадрат, Панфилова/Московская",180000,15620400
3,63.0,5,"Бишкек, Центральная мечеть, Московская/Гоголя 20",90000,7810200
3,98.0,9,"Бишкек, Магистраль, Байтик Баатыра/Токомбаева",128750,11172925
6,182.0,4,"Бишкек, АУЦА, напротив мкрн. Асанбай",291200,25270336
2,69.0,5,"Бишкек, Айкол",109000,9459020
2,76.0,10,"Бишкек, Магистраль, Сухэ-Батора/Токомбаева",185000,16054300
1,53.0,8,"Бишкек, Горького - Алма-Атинская, Горького-7-апреля",68500,5944430
3,110.0,12,"Бишкек, 12 м-н, 12 мкрн 57/1",165000,14318700
1,33.0,4,"Бишкек, Кара-Жыгач ж/м, Б.Баатыра/А.Токомбаева",56000,4859680
2,45.0,5,"Бишкек, Площадь Победы, Фрунзе, 300",82000,7115960
2,75.0,9,"Бишкек, Азия Молл, Балтагулова, 2",107500,9328850
2,67.0,9,"Бишкек, Магистраль, Токомбаева, 23",107000,9285460
2,50.0,9,"Бишкек, Азия Молл, Балтагулова, 2",72500,6291550
3,79.0,3,"Бишкек, Магистраль, Байтик Баатыра, 4б",158000,13711240
2,47.0,2,"Бишкек, Магистраль, Байтик Баатыра, 4б",91000,7896980
2,80.0,4,"Бишкек, Московская - Уметалиева, Жоомарта Боконбаева, 202",153000,13277340
5,192.0,9,"Бишкек, Магистраль, Чынгыза Айтматова пр-т, 97",300000,26034000
5,150.0,16,"Бишкек, Магистраль, Арстанбека Дуйшеева, 12",350000,30373000
1,30.0,4,"Бишкек, Московская - Уметалиева, Шевченко, 27",65000,5640700
2,54.5,4,"Иссык-Кульская область, с. Кара-Ой, Турпан Резорт",89900,7801522
1,43.0,8,"Бишкек, Космос, Абая 93/1",49450,4291271
2,88.0,8,"Бишкек, Магистраль",92400,8018472
3,87.0,8,"Бишкек, Пишпек ж/м",91350,7927353
3,120.0,6,"Бишкек, ЖД вокзал, Бульвар Эркиндик 1",202000,17529560
1,54.0,5,"Бишкек, с. Кок-Джар, Баялинова 1к",43200,3748896
3,104.0,6,"Бишкек, 12 м-н 20",170000,14752600
2,46.0,1,"Токмок, Ленина 350",50000,4339000
3,73.0,11,"Бишкек, Нижний Токольдош, Восток-5 по ул. Кийизбаева 54",108000,9372240
3,63.0,12,"Ошская область, Ош, Ленина 188",53550,4647069
5,150.0,4,"Бишкек, с. Кок-Джар, Арашан 99",189000,16401420
2,73.0,6,"Бишкек, Ленинский район,  ул. Барпы Алыкулова/Южная Магистраль",71000,6154280
2,75.0,7,"Бишкек, Гагарина, Джал, ул. Курчатова 81",105000,9111900
1,74.0,6,"Бишкек, VEFA, тыныстанова 92",110000,9545800
3,102.0,9,"Бишкек, Магистраль",147900,12834762
1,35.0,5,"Бишкек, Джал-23 м-н (Нижний Джал)",61000,5293580
1,47.0,10,"Бишкек, с. Кок-Джар, с. Кок-Жар, ул.Конур Осмона",66500,5770870
5,206.0,10,"Бишкек, Советская - Скрябина",255000,22128900
2,47.0,1,"Бишкек, 5 м-н",69500,6031210
3,56.0,2,"Бишкек, 5 м-н",89000,7723420
1,43.0,6,"Бишкек, Ден Сяопина - Фучика, Фучика 38/2/Рыскулова",60000,5206800
1,36.0,4,"Бишкек, Рабочий Городок",59900,5198122
1,70.0,7,"Бишкек, Госрегистр, пр. Чингиза Айтматова 4",97500,8461050
3,108.0,12,"Бишкек, Джал-29 м-н, Садырбаева 258а",120000,10413600
2,63.0,4,"Бишкек, Магистраль, Ч. Айтматова/Масалиева",100000,8678000
3,110.0,7,"Бишкек, КНУ, Фрунзе 571/Уметалиева",156500,13581070
1,37.0,2,"Бишкек, Кок-Жар ж/м",64000,5553920
1,42.0,6,"Бишкек, Джал 15 м-н",66000,5727480
1,46.8,4,"Бишкек, Магистраль, Ч. Айтматова/Масалиева",72500,6291550
8,250.0,1,"Иссык-Кульская область, Чолпон-Ата, Мамбеталиева 2",65000,5640700
3,101.0,4,"Бишкек, Магистраль, Куттубаева/Южная Магистраль",132000,11454960
3,106.0,3,"Бишкек, Магистраль, Сухэ Батора/Токомбаева",102500,8894950
