Количество комнат,Площадь,Этаж,Полный адрес,Цена (доллары),Цена (сомы)
3,62 м2,5 этаж из 9,"Бишкек, 10 м-н",$ 98 000,8 495 620 сом
1,38 м2,8 этаж из 9,"Бишкек, 12 м-н",$ 77 000,6 675 130 сом
3,94 м2,9 этаж из 16,"Бишкек, Гагарина,  ул.Поваринская, мкр. Джал",$ 138 000,11 963 220 сом
1,44.22 м2,10 этаж из 13,"Бишкек, Магистраль, Токомбаева, 21 к 4 стр 1",$ 51 000,4 421 190 сом
3,175 м2,7 этаж из 11,"Бишкек, Ак Кеме",$ 280 000,24 273 200 сом
1,32 м2,4 этаж из 5,"Бишкек, 8 м-н, Байтик Баатыра, 3",$ 58 000,5 028 020 сом
2,83.9 м2,10 этаж из 14,"Бишкек, Магистраль, Аалы Токомбаева 21/4/Куттубаева",$ 86 000,7 455 340 сом
2,90.39 м2,11 этаж из 12,"Бишкек, Карпинка, Ахматбека Суюмбаева, 159",$ 119 000,10 316 110 сом
1,56 м2,6 этаж из 10,"Бишкек, Асанбай м-н, Куттубаева/Токомбаева",$ 87 000,7 542 030 сом
2,82.1 м2,10 этаж из 12,"Бишкек, Магистраль",$ 90 310,7 828 974 сом
2,84 м2,5 этаж из 7,"Бишкек, Магистраль, Б. Баатыра/А.Токомбаева",$ 165 000,14 303 850 сом
5,130 м2,7 этаж из 10,"Бишкек, Филармония, Уметалиева, 98",$ 250 000,21 672 500 сом
3,72 м2,9 этаж из 9,"Бишкек, Верхний Джал м-н",$ 92 000,7 975 480 сом
3,119 м2,3 этаж из 15,"Бишкек, Магистраль, Малдыбаева 279а",$ 200 760,17 403 884 сом
3,99 м2,5 этаж из 9,"Бишкек, 11 м-н, 11-й микрорайон, 17",$ 145 000,12 570 050 сом
3,85 м2,10 этаж из 14,"Бишкек, Джал 15 м-н, Ахунбаева/Тыналиева",$ 126 500,10 966 285 сом
2,80 м2,5 этаж из 18,"Бишкек, Магистраль,  ул. Токомбаева/Куттубаева",$ 145 600,12 622 064 сом
5,100 м2,2 этаж из 14,"Бишкек, Магистраль, Байтик Баатыра (недалеко от Южных ворот)",$ 160 000,13 870 400 сом
5,128 м2,3 этаж из 12,"Бишкек, Магистраль, Аалы Токомбаева 21/4/Куттубаева",$ 172 000,14 910 680 сом
3,105.1 м2,7 этаж из 8,"Бишкек, Московская - Белинка, Табышалиева, 13",$ 176 000,15 257 440 сом
2,48 м2,9 этаж из 9,"Бишкек, Карпинка, Токтогула 56/Суюмбаева",$ 73 000,6 328 370 сом
1,39.4 м2,11 этаж из 14,"Бишкек, Магистраль, Куттубаева/Южная Магистраль",$ 47 400,4 109 106 сом
3,68 м2,4 этаж из 5,"Бишкек, Асанбай м-н, Асанбай мкр., 45",$ 101 000,8 755 690 сом
2,47 м2,3 этаж из 4,"Бишкек, 4 м-н",$ 77 500,6 718 475 сом
5,93 м2,3 этаж из 5,"Бишкек, Молодая Гвардия, Калык Акиева 100/Рыскулова",$ 118 000,10 229 420 сом
7,201 м2,9 этаж из 11,"Бишкек, 12 м-н",$ 207 000,17 944 830 сом
1,29 м2,1 этаж из 4,"Бишкек, Политех",$ 51 500,4 464 535 сом
5,125 м2,7 этаж из 7,"Бишкек, Кок-Жар м-н 23",$ 210 000,18 204 900 сом
2,100.2 м2,7 этаж из 13,"Бишкек, Магистраль",$ 178 000,15 430 820 сом
1,63 м2,9 этаж из 12,"Бишкек, Джальская больница",$ 94 500,8 191 260 сом
3,174 м2,2 этаж из 9,"Бишкек, Золотой квадрат, Эркиндик 14/Боконбаева",$ 350 000,30 341 500 сом
3,82 м2,1 этаж из 9,"Бишкек, Асанбай м-н 13/Стара дорога . Южная магистраль",$ 120 000,10 402 800 сом
2,54 м2,4 этаж из 9,"Бишкек, Горького - Алма-Атинская, Анкара",$ 71 500,6 198 335 сом
2,83 м2,8 этаж из 12,"Бишкек, с. Кок-Джар,  ул.Арашан 10",$ 74 700,6 475 743 сом
3,126 м2,9 этаж из 14,"Бишкек, 12 м-н",$ 153 000,13 263 570 сом
1,46 м2,3 этаж из 12,"Бишкек, Ошский рынок, Рыскулова 110",$ 50 600,4 386 514 сом
2,50 м2,2 этаж из 10,"Бишкек, Азия Молл, Севастопольская 6",$ 83 000,7 195 270 сом
3,65 м2,4 этаж из 5,"Бишкек, Аламедин-1 м-н",$ 83 000,7 195 270 сом
3,91.9 м2,5 этаж из 12,"Бишкек, Кара Дарыя, Исы Ахунбаева стр. 24",$ 150 000,13 003 500 сом
2,90 м2,7 этаж из 10,"Бишкек, VEFA",$ 135 000,11 703 150 сом
3,152 м2,13 этаж из 14,"Бишкек, Магистраль, Токомбаева, 24",$ 226 000,19 591 940 сом
2,59.34 м2,2 этаж из 4,"Бишкек, Восточный автовокзал, кирпичная 15/куренкеева",$ 78 000,6 761 820 сом
2,73 м2,13 этаж из 16,"Бишкек, Магистраль, Байтик Баатыра А/Токомбаева",$ 78 840,6 834 640 сом
3,78 м2,13 этаж из 15,"Бишкек, VEFA, Кулатова/Элебаева",$ 142 000,12 309 980 сом
5,207 м2,17 этаж из 17,"Бишкек, Дворец спорта, Рыскулова 100",$ 310 000,26 873 900 сом
3,62.1 м2,6 этаж из 9,"Бишкек, Восток-5 м-н",$ 92 000,7 975 480 сом
1,50 м2,6 этаж из 12,"Бишкек, Филармония",$ 76 800,6 657 792 сом
3,82 м2,10 этаж из 12,"Бишкек, КНУ, Абдымомунова 255",$ 135 000,11 703 150 сом
3,152 м2,5 этаж из 6,"Бишкек, ЖД вокзал, Тыныстанова/Боконбаева",$ 270 000,23 406 300 сом
3,92 м2,5 этаж из 14,"Бишкек, Магистраль, Сухэ Батора/Токомбаева",$ 113 000,9 795 970 сом
1,44 м2,8 этаж из 10,"Бишкек, Ак-Орго ж/м, Кырк кыз 35/Ак чолмок",$ 66 000,5 721 540 сом
1,61.7 м2,17 этаж из 25,"Бишкек, Магистраль, Б.Баатыра/А.Токомбаева",$ 111 060,9 627 791 сом
5,75 м2,7 этаж из 10,"Бишкек, Сквер Тоголок Молдо, Коенкозова/Чуйкова",$ 135 000,11 703 150 сом
1,41 м2,6 этаж из 10,"Бишкек, Горького - Алма-Атинская, 7 апреля 1/1/Горького",$ 46 300,4 013 747 сом
1,50 м2,10 этаж из 10,"Бишкек, АЮ Grand, Анкара 28",$ 68 000,5 894 920 сом
2,43 м2,2 этаж из 4,"Бишкек, Юбилейка 1Б",$ 74 500,6 458 405 сом
2,100 м2,8 этаж из 14,"Бишкек, Магистраль, Магистраль/Сухэ Батора",$ 160 000,13 870 400 сом
3,100 м2,8 этаж из 16,"Бишкек, Магистраль, Магистраль/Сухэ Батора",$ 160 000,13 870 400 сом
2,55 м2,8 этаж из 12,"Бишкек, Политех, Ажыбек-Баатыра 10в",$ 128 000,11 096 320 сом
1,49 м2,9 этаж из 12,"Бишкек, Горького - Алма-Атинская, Горького/ Алма-Атинская",$ 51 000,4 421 190 сом
5,76 м2,7 этаж из 9,"Бишкек, 12 м-н",$ 118 000,10 229 420 сом
1,40 м2,5 этаж из 7,"Бишкек, Кудайберген",$ 51 000,4 421 190 сом
2,34 м2,2 этаж из 9,"Бишкек, Джал-29 м-н",$ 60 000,5 201 400 сом
5,78 м2,2 этаж из 5,"Бишкек, Моссовет, токтогула",$ 153 000,13 263 570 сом
3,99.17 м2,5 этаж из 10,"Бишкек, Магистраль, Аалы Токомбаева улица 15/3/Токомбаева",$ 163 000,14 130 470 сом
2,69 м2,7 этаж из 14,"Бишкек, АЮ Grand,  ул.Анкар  1/19",$ 105 000,9 102 450 сом
1,43 м2,7 этаж из 12,"Бишкек, Асанбай м-н, Токомбаева/Куттубаева",$ 43 500,3 771 015 сом
6,414 м2,17 этаж из 17,"Бишкек, ЦУМ, Киевская/Тыныстанова",$ 400 000,34 676 000 сом
3,107 м2,4 этаж из 14,"Бишкек, Карпинка, Суюмбаева 123/1/Пр. Чуй",$ 126 000,10 922 940 сом
2,75.3 м2,3 этаж из 16,"Бишкек, Горького - Алма-Атинская,  ул.7-Апреля/ Горького (р/н ТРЦ «Технопарк»)",$ 79 000,6 848 510 сом
2,84 м2,9 этаж из 18,"Бишкек, Магистраль,  ул.Советская / Магистраль",$ 127 000,11 009 630 сом
3,117 м2,14 этаж из 16,"Бишкек, Асанбай м-н, Сухэ Батора/Токомбаева",$ 127 900,11 087 651 сом
2,60.18 м2,2 этаж из 16,"Бишкек, Магистраль, Аалы Токомбаева 21/4/Куттубаева",$ 73 000,6 328 370 сом
2,75 м2,5 этаж из 12,"Бишкек, Военторг, Токтогула 147",$ 153 500,13 306 915 сом
2,53 м2,7 этаж из 14,"Бишкек, Магистраль, Байтик-Баатыра/А. Токомбаева",$ 90 000,7 802 100 сом
1,36 м2,2 этаж из 5,"Бишкек, 12 м-н",$ 62 000,5 374 780 сом
2,52 м2,12 этаж из 12,"Бишкек, Нижний Токольдош, Восток-5 по ул. Кийизбаева",$ 72 000,6 241 680 сом
2,63.31 м2,3 этаж из 10,"Бишкек, Моссовет, Усенбаева 58 (МосСовет)",$ 94 965,8 232 516 сом
1,43.4 м2,5 этаж из 15,"Бишкек, АЮ Grand, Ауэзова 5/3",$ 39 500,3 424 255 сом
2,41 м2,3 этаж из 9,"Бишкек, Джал-29 м-н",$ 61 500,5 331 435 сом
3,107 м2,3 этаж из 9,"Бишкек, 6 м-н",$ 270 000,23 406 300 сом
3,58 м2,4 этаж из 4,"Бишкек, 6 м-н",$ 80 000,6 935 200 сом
1,38 м2,2 этаж из 15,"Бишкек, Магистраль, Аалы Токомбаева 21/4/Куттубаева",$ 51 500,4 464 535 сом
2,69 м2,4 этаж из 12,"Бишкек, Магистраль,  ул. Куттубаева, 15",$ 86 500,7 498 685 сом
2,47 м2,2 этаж из 5,"Бишкек, ТЭЦ",$ 68 500,5 938 265 сом
3,72 м2,9 этаж из 9,"Бишкек, Асанбай м-н, Токомбаева/Куттубаева",$ 92 500,8 018 825 сом
5,86 м2,5 этаж из 5,"Бишкек, Парк Панфилова/Спартак",$ 151 000,13 090 190 сом
2,56 м2,13 этаж из 19,"Бишкек, Магистраль, Советская/Южная Магистраль",$ 59 000,5 114 710 сом
1,38 м2,3 этаж из 9,"Бишкек, АЮ Grand,  ул. Анкара 1/31",$ 45 500,3 944 395 сом
2,69 м2,10 этаж из 14,"Бишкек, Магистраль, просп. Айтматова / ул. Масалиева",$ 135 000,11 703 150 сом
1,63 м2,19 этаж из 25,"Бишкек, Магистраль, Б.Баатыра/А.Токомбаева",$ 94 500,8 192 205 сом
3,70 м2,9 этаж из 10,"Бишкек, 12 м-н, мкрн 12",$ 135 000,11 703 150 сом
1,44 м2,6 этаж из 8,"Бишкек, Кызыл-Аскер ж/м",$ 53 000,4 594 570 сом
2,49 м2,4 этаж из 9,"Бишкек, Молодая Гвардия, Рыскулова/Молодой Гвардии",$ 68 000,5 894 920 сом
3,91 м2,8 этаж из 14,"Бишкек, АЮ Grand,  ул. Анкара 1/31",$ 86 450,7 494 351 сом
1,34 м2,4 этаж из 5,"Бишкек, Церковь",$ 50 500,4 377 845 сом
2,87 м2,10 этаж из 12,"Бишкек, Джальская больница",$ 78 213,6 780 285 сом
3,132 м2,7 этаж из 12,"Бишкек, Магистраль, Сухэ-Батора/Токомбаева",$ 262 000,22 712 780 сом
1,56 м2,12 этаж из 12,"Бишкек, Арча-Бешик ж/м",$ 50 344,4 364 321 сом
1,33 м2,5 этаж из 12,"Бишкек, Магистраль, Куттубаева/Южная Магистраль",$ 60 000,5 201 400 сом
2,54 м2,8 этаж из 9,"Бишкек, 12 м-н",$ 87 000,7 542 030 сом
5,138 м2,10 этаж из 14,"Бишкек, Магистраль, Байтик-Баатыра/А. Токомбаева",$ 165 600,14 355 864 сом
3,58 м2,1 этаж из 4,"Бишкек, 5 м-н",$ 96 500,8 365 585 сом
1,45 м2,3 этаж из 14,"Бишкек, Гагарина, Джал, ул. Курчатова 81/Курчатова",$ 62 000,5 374 780 сом
3,121 м2,3 этаж из 10,"Бишкек, Филармония",$ 187 000,16 211 030 сом
6,146 м2,7 этаж из 12,"Бишкек, Магистраль, Сухе Батора/Южная Магистраль",$ 165 500,14 347 195 сом
3,82 м2,1 этаж из 9,"Бишкек, с. Кок-Джар 10",$ 98 000,8 495 620 сом
2,66 м2,13 этаж из 18,"Бишкек, 10 м-н",$ 79 000,6 848 510 сом
2,86 м2,5 этаж из 5,"Бишкек, Советская - Скрябина",$ 92 000,7 975 480 сом
3,117 м2,1 этаж из 10,"Бишкек, 12 м-н",$ 175 000,15 170 750 сом
1,45.7 м2,13 этаж из 16,"Бишкек, Джал-23 м-н (Нижний Джал)",$ 45 000,3 901 050 сом
1,34 м2,3 этаж из 3,"Бишкек, Московская - Белинка",$ 54 000,4 681 260 сом
3,141 м2,5 этаж из 10,"Бишкек, Асанбай м-н, Куттубаева/Токомбаева",$ 172 000,14 910 680 сом
2,67 м2,1 этаж из 9,"Бишкек, с. Кок-Джар, Алма-Атинская/Южная магистраль",$ 87 000,7 542 030 сом
3,119.3 м2,3 этаж из 5,"Бишкек, Жилгородок Ницца, Токомбаева, 15",$ 160 000,13 870 400 сом
5,137 м2,12 этаж из 17,"Бишкек, Горького - Панфилова,  ул.Каракульская 1 (Бот.сад)",$ 169 880,14 726 897 сом
2,83.9 м2,12 этаж из 16,"Бишкек, Магистраль, Токомбаева/Куттубаева",$ 92 290,8 000 620 сом
5,57 м2,,"Бишкек, с. Аламудун, Горького",$ 59 000,5 114 710 сом
1,50 м2,15 этаж из 16,"Бишкек, Советская - Скрябина, Абая/Ахунбаева",$ 80 000,6 935 200 сом
3,99.44 м2,13 этаж из 15,"Бишкек, Асанбай м-н, Токомбаева/Куттубаева",$ 99 000,8 582 310 сом
2,69 м2,12 этаж из 12,"Бишкек, Баха, Джал-15",$ 92 000,7 975 480 сом
1,32 м2,1 этаж из 5,"Бишкек, Карпинка",$ 58 500,5 071 365 сом
3,62 м2,4 этаж из 5,"Бишкек, Молодая Гвардия, Ала-Арчинская, 69",$ 79 000,6 848 510 сом
2,78.4 м2,12 этаж из 20,"Бишкек, Магистраль,  ул. А. Малдыбаева 277 (пер. ул. А. Масалиева)",$ 94 080,8 155 795 сом
2,48.5 м2,4 этаж из 5,"Бишкек, 10 м-н, Саманчина 16/Малдыбаева",$ 85 000,7 368 650 сом
3,77.6 м2,5 этаж из 5,"Бишкек, Боталиева - Тулебердиева, Манаса-Васильева",$ 65 000,5 634 850 сом
1,50 м2,2 этаж из 10,"Бишкек, Аламедин-1 м-н",$ 77 000,6 675 130 сом
1,32.2 м2,4 этаж из 4,"Бишкек, Парк Ататюрк, Токтоналиева, выше Ахунбаева",$ 67 000,5 808 230 сом
2,71 м2,2 этаж из 15,"Бишкек, Восток-5 м-н",$ 75 000,6 501 750 сом
2,43 м2,4 этаж из 5,"Бишкек, Кок-Жар м-н, 7 апреля",$ 75 000,6 501 750 сом
3,68 м2,1 этаж из 9,"Бишкек, Ошский рынок",$ 110 000,9 535 900 сом
2,68 м2,7 этаж из 12,"Бишкек, Кара-Жыгач ж/м, Кара-жыгач",$ 70 000,6 068 300 сом
5,119 м2,12 этаж из 13,"Бишкек, Магистраль, Аалы Токомбаева 21а/3/Куттубаева",$ 180 000,15 604 200 сом
5,70 м2,2 этаж из 9,"Бишкек, 7 м-н",$ 116 500,10 099 385 сом
